<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAME,20110119,2.07,2.12,2.07,2.12,3400
AAON,20110119,8.1955,8.2133,7.9052,7.917,41400
AAPL,20110119,49.7671,49.8,48.1257,48.4057,40557400
AAWW,20110119,50.87,51.15,49.77,50.07,381800
AAXJ,20110119,64.14,64.3,63.64,63.81,509200
ABAX,20110119,26.84,27.47,26.5,26.63,216200
ABCB,20110119,10.79,10.83,10.06,10.41,84900
ABCD,20110119,3.36,3.36,3.22,3.3,42500
ABCO,20110119,24.485,24.72,24.295,24.46,151600
ABIO,20110119,137.76,139.02,135.66,137.76,44700
ABMD,20110119,9.92,10.02,9.7,9.7,348100
ABTL,20110119,4.9,5,4.75,5,151600
ACAD,20110119,1.62,1.64,1.6,1.6,528600
ACAS,20110119,8.53,8.53,8.06,8.14,7469700
ACAT,20110119,14.89,15.08,13.74,13.78,113800
ACET,20110119,9.32,9.38,8.75,8.86,297600
ACFC,20110119,1.59,1.59,1.59,1.59,0
ACGL,20110119,29.3333,29.5167,29.2633,29.3233,297900
ACHN,20110119,4.69,4.85,4.6,4.63,81700
ACIW,20110119,8.9733,8.98,8.6,8.7467,114400
ACLS,20110119,14.36,14.4,13.04,13.28,1897400
ACNB,20110119,15.1,15.75,15.1,15.75,3100
ACOR,20110119,27.6,27.68,26.56,26.84,887800
ACPW,20110119,12.9,13.2,12.25,12.3,737000
ACTG,20110119,28.59,30.31,28.59,29.12,914100
ACTS,20110119,2.3,2.34,2.25,2.32,155700
ACUR,20110119,3.43,3.44,3.37,3.39,38000
ACWI,20110119,48.01,48.02,47.39,47.55,850400
ACWX,20110119,45.08,45.11,44.53,44.67,74900
ACXM,20110119,18.45,18.83,17.93,18.03,381200
ADBE,20110119,34.12,34.25,33.64,33.91,5899500
ADES,20110119,6.075,6.31,5.94,6.105,42200
ADI,20110119,38.9,39.49,38.9,39.04,3999600
ADP,20110119,42.9938,42.9938,42.669,42.7657,1919500
ADRA,20110119,29.2,29.2,29.04,29.04,2300
ADRD,20110119,22.45,22.45,22.11,22.13,5500
ADRE,20110119,48.5,48.56,47.81,47.95,34100
ADRU,20110119,21.66,21.89,21.55,21.55,32000
ADSK,20110119,41.8,42,41.21,41.49,1603400
ADTN,20110119,41.56,42.65,40.08,42.25,5619200
ADUS,20110119,4.73,4.73,4.45,4.53,34600
AEGR,20110119,14.5,14.5,13.84,13.84,17600
AEHR,20110119,1.4,1.49,1.4,1.4,25000
AEIS,20110119,15.29,15.29,14.58,14.74,523700
AEPI,20110119,26.83,26.96,26,26.16,34900
AETI,20110119,2.23,2.25,2.23,2.25,3600
AEY,20110119,3.05,3.05,2.95,3.02,38800
AEZS,20110119,990,1002,936,942,1596000
