<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAME,20121107,2.77,2.94,2.77,2.94,3500
AAON,20121107,9.0533,9.1022,8.7911,8.8578,59700
AAPL,20121107,81.9771,82.0771,79.3929,79.7143,28344500
AAWW,20121107,43.92,44.1,42.41,43.03,228400
AAXJ,20121107,57.16,57.28,56.47,56.75,298700
ABAX,20121107,36.74,36.74,35.05,36.1,140700
ABCB,20121107,11.07,11.07,10.61,10.66,55200
ABCD,20121107,0.75,0.85,0.63,0.63,31600
ABCO,20121107,48,48.8,47.23,47.26,170600
ABIO,20121107,12.18,13.86,10.5,12.18,108000
ABMD,20121107,13.16,13.28,12.72,13.06,910100
ABTL,20121107,4.28,4.41,4.12,4.16,5600
ACAD,20121107,2.38,2.4,2.21,2.3,1898800
ACAS,20121107,11.82,11.87,11.58,11.7,4166500
ACAT,20121107,36.95,37.31,36.5,36.95,186600
ACET,20121107,10.05,10.05,9.78,10,166800
ACFC,20121107,2.1,2.1,2.1,2.1,0
ACGL,20121107,42.84,43.04,42.73,42.85,853100
ACHC,20121107,21.96,22.37,18.64,20.88,1297300
ACHN,20121107,9.12,9.12,8.49,8.75,1068800
ACIW,20121107,13.1633,13.3733,12.89,12.8967,277700
ACLS,20121107,3.84,3.84,3.6,3.64,334000
ACNB,20121107,15.81,15.84,15.3,15.84,1500
ACOR,20121107,24.52,24.79,23.93,24.32,214500
ACPW,20121107,3.2,3.45,2.9,3.35,767300
ACRX,20121107,2.72,2.95,2.27,2.75,100100
ACTG,20121107,24.26,24.6,23.68,23.68,423900
ACTS,20121107,1.61,1.63,1.58,1.63,132300
ACUR,20121107,1.47,1.53,1.39,1.45,76600
ACWI,20121107,46.79,46.79,45.96,46.25,470900
ACWX,20121107,39.68,39.7,39.27,39.45,271100
ACXM,20121107,17.76,17.8,17.29,17.35,383500
ADBE,20121107,34.04,34.15,33.46,33.47,4681400
ADES,20121107,8.505,8.85,7.01,7.11,695700
ADI,20121107,40.43,40.9,40.18,40.45,3484500
ADP,20121107,49.8068,49.9649,49.0607,49.4821,2574500
ADRA,20121107,23.67,23.91,23.58,23.91,2800
ADRD,20121107,20,20,19.79,19.92,5500
ADRE,20121107,39.23,39.28,38.8,39.02,142500
ADRU,20121107,19.99,20.01,19.99,19.99,500
ADSK,20121107,31.98,32.02,31.21,31.57,2906400
ADTN,20121107,18.33,19.35,17.82,18.03,5499400
ADUS,20121107,6.14,6.22,6.05,6.22,33500
AEGN,20121107,18.43,18.47,17.91,18.04,147200
AEGR,20121107,21.72,21.74,20.53,20.97,365600
AEHR,20121107,0.92,0.92,0.92,0.92,1200
AEIS,20121107,12.22,12.24,11.91,12.01,199700
AEPI,20121107,64.41,64.77,63.89,64.14,22200
AETI,20121107,4.6,4.6,4.57,4.57,300
AEY,20121107,2.05,2.1,2.01,2.02,44400
AEZS,20121107,234,234,218,223,618500
AFAM,20121107,20.5,20.65,19.81,19.92,73900
AFSI,20121107,13.62,13.625,13.295,13.345,279500
AGEN,20121107,4.48,4.5,4.38,4.4,73600
AGII,20121107,32.72,33.08,32.62,32.88,123900
AGIIL,20121107,25.35,25.55,25.26,25.45,44700
AGNC,20121107,31.1,31.32,30.1,30.73,14652400
AGNCP,20121107,25.98,26,25.9,25.92,42500
AGYS,20121107,8.04,8.24,7.86,8,20500
AHGP,20121107,48.54,48.54,46.02,47.55,60200
AHPI,20121107,2.63,2.64,2.5,2.56,15800
AIMC,20121107,17.94,17.94,17.55,17.68,54400
AINV,20121107,7.97,8.02,7.8,7.82,2131700
AIRM,20121107,35.6733,36.9267,34.5,34.9933,228400
AIRT,20121107,8.5,8.5,8.33,8.47,900
AIXG,20121107,12.41,12.42,12.2,12.33,282600
AKAM,20121107,38.46,38.67,37.39,37.57,2690400
AKRX,20121107,12.23,13.05,12.14,12.82,1326200
ALCO,20121107,31.86,32.6,30.91,31.92,12900
ALGN,20121107,25.84,25.87,25.06,25.69,1912300
ALGT,20121107,74.32,75,73.62,74.84,88600
ALIM,20121107,2.35,2.58,2.3,2.32,26000
ALKS,20121107,20.3,20.5,19.85,19.95,1315500
ALLT,20121107,22.42,24.29,22.18,24.01,658400
ALNY,20121107,16.03,16.43,15.96,16.18,189900
ALOG,20121107,73.33,73.83,72.31,72.56,106000
ALOT,20121107,8.53,8.53,8.41,8.45,800
ALSK,20121107,2,2,1.96,1.98,332000
ALXN,20121107,89.75,90.23,86.76,87.97,1949600
AMAG,20121107,15.51,15.67,15.17,15.24,74300
AMAT,20121107,11.3,11.3,10.9,10.95,17878600
AMBA,20121107,8.6,8.77,8.15,8.19,338600
AMCC,20121107,6.23,6.57,6,6.55,1357800
