<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAME,20120106,2,2,1.94,1.98,1800
AAON,20120106,9.0533,9.1289,8.8889,8.9333,56400
AAPL,20120106,59.9671,60.3929,59.8886,60.3429,11370900
AAWW,20120106,38.77,39.61,38.51,39.02,186100
AAXJ,20120106,50.68,50.68,50.25,50.42,353600
ABAX,20120106,28.13,28.28,27.82,27.92,79400
ABCB,20120106,10.35,10.74,10.23,10.64,92200
ABCD,20120106,3.15,3.15,3.08,3.12,22900
ABCO,20120106,37.59,37.665,36.69,36.9,232600
ABIO,20120106,41.16,43.26,41.16,42.84,87100
ABMD,20120106,18.27,18.49,17.98,18.14,233100
ABTL,20120106,3.7,3.75,3.5,3.75,367200
ACAD,20120106,1.11,1.18,1.11,1.15,119500
ACAS,20120106,7.23,7.29,7.2,7.23,3371000
ACAT,20120106,22.34,22.91,22.26,22.54,100800
ACET,20120106,6.82,6.86,6.78,6.81,66500
ACFC,20120106,2.36,2.75,2.36,2.65,15100
ACGL,20120106,37.71,37.86,37.41,37.46,474700
ACHC,20120106,10.49,11.81,10,11.36,464300
ACHN,20120106,7.86,7.95,7.76,7.92,560700
ACIW,20120106,9.7167,9.7867,9.64,9.65,133300
ACLS,20120106,6.04,6.84,6.04,6.8,2175400
ACNB,20120106,14.01,14.01,14,14,6200
ACOR,20120106,25.87,26.07,25.56,25.68,360900
ACPW,20120106,4.05,4.35,3.9,3.95,1850800
ACRX,20120106,2.1,2.12,2.03,2.03,11600
ACTG,20120106,35.86,36.4,35.12,35.54,446800
ACTS,20120106,1.88,1.89,1.86,1.88,16200
ACUR,20120106,3.45,3.48,3.37,3.37,40900
ACWI,20120106,42.78,42.78,42.36,42.47,611700
ACWX,20120106,36.95,36.95,36.55,36.57,192400
ACXM,20120106,12.23,12.46,12.14,12.33,269200
ADBE,20120106,28.37,28.79,28.14,28.72,5781600
ADES,20120106,11.135,11.59,11.08,11.365,49100
ADI,20120106,36.1,36.22,35.78,35.9,3532900
ADP,20120106,48.1562,48.2879,47.7084,48.1825,2183000
ADRA,20120106,23.11,23.29,23,23.07,4700
ADRD,20120106,18.63,18.72,18.63,18.69,12900
ADRE,20120106,39.4,39.4,38.97,39.02,13400
ADRU,20120106,18.59,18.59,18.45,18.51,700
ADSK,20120106,30.83,31.16,30.52,30.96,2134000
ADTN,20120106,29.52,29.79,28.88,29.02,881500
ADUS,20120106,3.71,3.73,3.35,3.4,29500
AEGN,20120106,16.15,16.29,15.79,15.86,344700
AEGR,20120106,15.8,16.34,15.66,15.75,93300
AEHR,20120106,0.73,0.78,0.69,0.73,26200
AEIS,20120106,11.11,11.16,10.72,11.03,475000
AEPI,20120106,28.73,29.2,28.49,28.76,41800
AETI,20120106,5.09,5.2,4.92,5.04,37000
AEY,20120106,2.13,2.17,2.12,2.13,22600
AEZS,20120106,960,990,942,990,595700
AFAM,20120106,16.68,17.2,16.56,17.12,104000
AFSI,20120106,11.88,12.075,11.685,11.945,239900
AGEN,20120106,2.26,2.5,2.25,2.45,253400
AGII,20120106,28.86,28.91,28.23,28.32,100100
AGNC,20120106,28.33,28.43,28.22,28.37,3021700
AGYS,20120106,7.92,7.99,7.72,7.8,104000
AHGP,20120106,53.42,54.64,52.74,53.35,157600
AHPI,20120106,3.47,3.47,3.37,3.37,1900
AIMC,20120106,18.91,18.95,18.69,18.73,133500
AINV,20120106,6.86,6.92,6.78,6.86,1780200
AIRM,20120106,27.6567,28.1667,27.58,27.7367,61800
AIRT,20120106,8.5,8.5,8.36,8.36,4700
AIXG,20120106,13.85,13.91,13.62,13.78,128700
AKAM,20120106,32.49,32.89,32.13,32.76,3597900
AKRX,20120106,11.21,11.25,10.88,10.91,863400
ALCO,20120106,19.49,19.52,19.34,19.51,4000
ALGN,20120106,23.89,24.2,23.64,23.71,591400
ALGT,20120106,53.96,55.1,53.96,54.43,92800
ALIM,20120106,1.38,1.54,1.37,1.44,439900
ALKS,20120106,17.01,17.06,16.67,16.68,920000
ALLT,20120106,16.3,16.43,15.58,15.78,285800
ALNY,20120106,8.65,8.83,8.65,8.67,216500
ALOG,20120106,57.9,59.1,57.66,58.73,109700
ALOT,20120106,7.68,7.99,7.64,7.79,1700
ALSK,20120106,2.94,2.94,2.85,2.85,607600
ALXN,20120106,72.5,74.68,72,74.45,1776100
AMAG,20120106,18.34,18.78,18.34,18.54,69800
AMAT,20120106,10.85,11.03,10.73,11.01,16178200
AMCC,20120106,6.81,7.22,6.69,7.2,1274400
AMCN,20120106,3.54,3.66,3.5,3.54,18300
AMCX,20120106,38.17,38.75,37.98,38.3,240300
AMD,20120106,5.44,5.52,5.39,5.43,12941000
AMED,20120106,10.52,10.92,10.23,10.85,417100
AMGN,20120106,64.24,64.87,64,64.76,4587800
AMKR,20120106,4.61,4.72,4.55,4.64,956800
AMNB,20120106,19.5,19.79,19.5,19.6,1100
AMOT,20120106,5.51,5.69,5.5,5.52,4200
AMOV,20120106,22.4,22.55,22.4,22.41,4100
AMRB,20120106,4.56,4.56,4.56,4.56,100
AMRI,20120106,2.94,2.94,2.81,2.88,113400
AMRN,20120106,6.38,6.79,6.3,6.75,3637800
AMRS,20120106,11.61,11.72,11.48,11.65,167700
AMSC,20120106,38,38.3,37,37.1,485300
AMSF,20120106,23.41,23.8,23.08,23.17,57000
AMSG,20120106,25.86,26.09,25.68,25.98,222400
AMSWA,20120106,9.58,9.77,9.51,9.7,72600
AMTD,20120106,16.48,16.61,16.23,16.55,3973600
AMWD,20120106,13.23,13.28,13.05,13.16,17500
AMZN,20120106,178.07,184.65,177.5,182.61,7010100
ANAT,20120106,71.94,72.25,70.72,71.1,23800
ANCB,20120106,6.5,6.5,6.5,6.5,1000
ANCX,20120106,9.12,9.12,8.97,9.03,6000
ANDE,20120106,28.7067,29.0333,28.3067,28.4067,162700
ANGI,20120106,13.71,13.71,12.81,13.23,382100
ANGO,20120106,14.43,14.59,13.4,13.68,339400
ANIK,20120106,9.6,9.66,9.4,9.5,49900
ANSS,20120106,57.25,57.57,56.72,56.94,282900
ANTH,20120106,51.2,52,50,51.36,80700
AOSL,20120106,7.5,7.54,7.38,7.46,73200
APEI,20120106,42.56,43,42.16,42.53,163200
APOG,20120106,12.53,12.58,12.4,12.46,127300
APOL,20120106,55.43,57.09,55.02,56.64,5646600
APPY,20120106,45.6,45.6,45.6,45.6,19800
APRI,20120106,54.3,55.6,53.2,53.8,176100
APWC,20120106,3.04,3.04,2.95,3.04,2100
ARAY,20120106,4.43,4.47,4.35,4.43,221900
ARCC,20120106,15.68,15.78,15.57,15.72,1234100
ARCI,20120106,5.12,5.19,4.89,4.93,17800
ARCW,20120106,1.2,1.224,1.2,1.224,500
AREX,20120106,31.77,33.38,31.08,32.64,553900
ARIA,20120106,13.25,13.82,13.2,13.52,4656600
ARII,20120106,25.48,27.45,25.07,26.96,146900
ARKR,20120106,13.5,13.65,13.5,13.5,2200
ARLP,20120106,41.09,41.9,40.265,41.1,168100
ARNA,20120106,1.71,1.71,1.55,1.62,2741500
AROW,20120106,23.8,24,23.66,23.84,17900
ARQL,20120106,5.66,5.93,5.61,5.63,132000
ARRS,20120106,10.59,10.71,10.51,10.69,1098600
ARRY,20120106,2.08,2.1,2.05,2.06,220700
ARTNA,20120106,18.21,18.47,18.2,18.44,19900
ARTW,20120106,7.1,8.35,7.1,8.15,49300
ARTX,20120106,1.2,1.2,1.16,1.19,6500
ARWR,20120106,5.15,5.44,5.03,5.29,23800
ASBB,20120106,11.73,11.75,11.6,11.75,3500
ASCMA,20120106,53.66,55.78,53.55,54.36,42100
ASFI,20120106,7.79,7.85,7.6,7.72,34100
ASML,20120106,40.86,41.2,40.57,40.91,2665400
ASNA,20120106,16.4,16.615,16.17,16.19,1034600
ASPS,20120106,50.35,50.71,50.17,50.49,105500
ASRV,20120106,1.9,2.04,1.9,1.99,4800
ASRVP,20120106,26.09,26.09,25.98,25.98,200
ASTC,20120106,0.57,0.6,0.57,0.6,3800
ASTE,20120106,33.59,34.01,33.09,33.17,106800
ASUR,20120106,4.6133,4.8533,4.6,4.8467,17300
ASYS,20120106,9,9.12,8.8,8.82,127000
ATAI,20120106,7.37,7.4,7.35,7.35,1700
ATAX,20120106,5.04,5.1,5.03,5.04,10200
ATEC,20120106,20.4,21.24,20.04,20.76,208100
ATHN,20120106,52.92,54.15,52.7,53.2,692700
ATHX,20120106,2.23,2.26,2.04,2.04,76000
ATLO,20120106,19.45,19.5,19.38,19.38,9200
ATNI,20120106,38.87,39.16,38.26,38.3,24800
ATRC,20120106,11.55,11.65,11.2,11.23,49800
ATRI,20120106,238,241.7,238,239,2900
ATRO,20120106,28.3667,29.025,28.275,28.525,31600
ATSG,20120106,4.81,4.89,4.75,4.82,95000
ATVI,20120106,12.09,12.31,11.98,12.24,9624900
AUBN,20120106,18.47,19.23,18.47,19.23,5100
AUDC,20120106,4,4,3.9,3.91,38000
AVAV,20120106,28.61,30.2,28.61,29.95,280300
AVEO,20120106,14.28,14.61,13.85,13.97,422300
AVGO,20120106,28.41,28.55,28.02,28.31,2435600
AVID,20120106,8.75,8.97,8.59,8.91,152700
AVNW,20120106,21.36,21.48,20.88,21.24,161100
AWRE,20120106,2.91,2.94,2.83,2.94,400
AXAS,20120106,3.55,3.57,3.34,3.35,1463300
AXTI,20120106,4.49,4.55,4.41,4.42,171400
AZPN,20120106,16.79,16.84,16.51,16.53,319400
BABY,20120106,10.34,10.34,10.16,10.22,251900
BANF,20120106,39.2,39.34,38.75,39.1,9900
BANFP,20120106,28.42,28.42,28.42,28.42,0
BANR,20120106,17.65,17.95,17.6,17.8,131700
BASI,20120106,1.31,1.36,1.3,1.33,4300
BBBY,20120106,59.97,60.25,59.49,59.94,2794500
BBGI,20120106,3.5,3.5,3.45,3.45,1600
BBOX,20120106,28.88,29.38,28.59,28.75,64300
BBRG,20120106,16.18,16.7,16.13,16.48,209900
BBRY,20120106,15.08,15.49,15.08,15.34,13645500
BBSI,20120106,19.84,20.18,19.78,19.94,25300
BCBP,20120106,10.19,10.3,10.17,10.25,11600
BCOM,20120106,13.88,13.88,13.88,13.88,0
BCPC,20120106,40.92,41.15,40.35,40.87,96100
BCRX,20120106,2.46,2.48,2.4,2.41,133200
BDE,20120106,7.31,7.62,7.31,7.52,52300
BDGE,20120106,20.45,20.45,20,20.12,11900
BDSI,20120106,1.98,2.05,1.71,1.85,4882100
BEAT,20120106,2.5,2.62,2.46,2.5,42900
BEAV,20120106,39.05,39.98,38.68,39.79,686200
BEBE,20120106,8.28,8.57,8.24,8.52,404100
BECN,20120106,21.29,21.37,21,21.03,328400
BELFA,20120106,20.81,20.84,20.3,20.65,2500
BELFB,20120106,19.05,19.3,18.67,18.68,18300
BFIN,20120106,5.49,5.5,5.44,5.47,39900
BGCP,20120106,6.05,6.12,5.96,6.05,722200
BGFV,20120106,10.17,10.17,9.85,10.03,58500
BIB,20120106,9.0625,9.2113,9.0125,9.1388,25800
BICK,20120106,23.16,23.21,23.15,23.15,1600
BIDU,20120106,123.72,124.11,120,121.09,4980700
BIIB,20120106,115.14,116.74,114.49,115.5,1763200
BIOC,20120106,13.35,13.44,13.05,13.32,221400
BIOS,20120106,5.37,5.47,5.22,5.22,306700
BIS,20120106,127.32,127.32,123.92,124.68,3400
BJRI,20120106,45.42,46.35,44.98,45.99,429200
BKCC,20120106,8.63,8.65,8.54,8.58,245400
BKEP,20120106,6.88,6.89,6.7,6.8,33400
BKEPP,20120106,8.05,8.05,8.05,8.05,0
BKMU,20120106,3.16,3.2,3.09,3.15,87800
BKSC,20120106,11.42,11.42,10.11,10.11,1000
BLDP,20120106,1.08,1.11,1.07,1.07,225100
BLDR,20120106,2.08,2.18,2.04,2.15,73000
BLIN,20120106,3,3,3,3,0
BLKB,20120106,28.37,28.53,28.09,28.19,127500
BLMT,20120106,10.52,10.6,10.46,10.53,3100
BLRX,20120106,2.89,3.03,2.84,2.95,62700
BMRC,20120106,38.21,38.41,37.77,37.77,12200
BMRN,20120106,35.54,36.66,35.47,36.61,1014800
BMTC,20120106,20.4,20.4,20.13,20.13,38000
BNCL,20120106,8.68,8.83,8.61,8.75,64800
BNCN,20120106,7.55,7.68,7.25,7.31,4200
BNSO,20120106,1.16,1.26,1.15,1.15,1000
BOBE,20120106,34.13,35.79,33.92,34.62,432900
BOCH,20120106,3.51,3.64,3.51,3.64,4000
BOFI,20120106,4.1875,4.2,4.125,4.1825,35100
BOKF,20120106,56.54,57.16,56.09,56.74,117700
BONT,20120106,2.92,2.94,2.7,2.71,203500
BOOM,20120106,20.54,20.65,19.9,20.13,43200
